accession,secondary_accession,bioproject,study_name,body_sites,samples_count,biome_lineages,centre_name,last_update
MGYS00006461,SRP077571,PRJNA303190,direct sequencing of 16S rRNA V3-V4 region of lung tissue from lung cancer patients raw sequence reads,respiratory,298,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,National Cancer Institute,2023-09-25T11:47:17
MGYS00006285,ERP110805,PRJEB28588,The lung microbiome in young children with cystic fibrosis: a longitudinal cohort study,respiratory,297,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,TEAGASC,2023-09-01T19:05:59
MGYS00005282,ERP003612,PRJEB4336,Richness of human gut microbiome correlates with metabolic markers,gut,292,root:Host-associated:Human:Digestive system:Large intestine,BGI,2020-01-22T18:30:38
MGYS00005860,SRP069019,PRJNA301903,Metagenomic sequencing of preterm infant gut microbiota raw sequence reads,gut,291,root:Host-associated:Human:Digestive system:Large intestine|root:Host-associated:Human:Digestive system:Large intestine:Fecal,Washington University in St. Louis,2021-12-02T17:51:56
MGYS00005281,ERP111902,PRJEB29588,EMG produced TPA metagenomics assembly of the Richness of human gut microbiome correlates with metabolic markers (MetaHIT-Richness) data set.,gut,290,root:Host-associated:Human:Digestive system:Large intestine,EMG,2020-05-14T12:19:16
MGYS00001068,ERP012926,PRJEB11529,"Temporal stability of the oral microbiota: A longitudinal study of the dental, tongue, and salivary bacterial consortia",oral,287,root:Host-associated:Human:Digestive system:Oral,UNIVERSITY OF WATERLOO,2016-06-13T10:46:58
MGYS00006122,SRP023503,PRJNA202975,Gut microbiota after dietary intervention,gut,283,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Shanghai Jiao Tong University,2023-07-18T11:23:59
MGYS00002357,ERP001346,PRJEB2961,Nurture trumps nature in a longitudinal survey of salivary bacterial communities in twins from early adolescence to early adulthood,oral,278,root:Host-associated:Human:Digestive system:Oral:Saliva,CCME-COLORADO,2018-04-26T09:29:11
MGYS00006341,SRP252182,PRJNA611472,16S amplicon sequencing of sputa from tuberculosis patients,respiratory,273,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,Ecole Polytechnique Federale de Lausanne,2023-09-02T00:25:18
MGYS00001257,SRP064846,PRJNA298590,Homo sapiens fecal microbiome transplant,gut,271,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Alkek Center for Metagenomics and Microbiome Research,2019-11-07T16:53:15
MGYS00001248,SRP065497,PRJNA280026,Human gut environment Targeted loci environmental,gut,270,root:Host-associated:Human:Digestive system:Large intestine,The Chinese University of Hong Kong,2019-11-07T16:52:43
MGYS00006385,SRP332755,PRJNA754787,"Gastroesophageal reflux disease is associated with differences in the allograft microbiome, microbial density and inflammation in lung transplantation.",respiratory,270,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University Health Network,2023-09-03T00:35:06
MGYS00006386,SRP333151,PRJNA756039,"Association of bacterial community types, functional microbial processes, and lung disease in cystic fibrosis airways",respiratory,269,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,University of Michigan,2023-09-03T00:41:46
MGYS00001444,ERP021093,PRJEB19103,Gut microbiome from patients obtained by 16s rRNA sequencing.,gut,268,root:Host-associated:Human:Digestive system:Large intestine:Fecal,FIOCRUZ-MG,2017-02-09T13:34:39
MGYS00001251,SRP067629,PRJNA306615,Phage therapy in Bangladeshi children hospitalized with acute bacterial diarrhea,gut,264,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Nestle Research Center,2016-10-04T16:26:08
MGYS00006264,ERP114687,PRJEB32061,Viral respiratory tract infections and oropharyngeal microbiome interactions in wheezing children,respiratory,261,root:Host-associated:Human:Respiratory system:Nasopharyngeal,"NATIONAL HEART AND LUNG INSTITUTE, IMPERIAL COLLEGE LONDON",2023-07-29T07:56:26
MGYS00005601,ERP113090,PRJEB30615,Identification of Intestinal Bacterial Taxa with a Potential Role in Parkinsons Disease using Illumina MiSeq and Ion Torrent Next Generation Sequencing,gut,260,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Furtwangen University,2020-10-19T10:42:56
MGYS00003469,ERP108254,PRJEB26280,EMG produced TPA metagenomics assembly of the An integrated catalog of reference genes in the human gut microbiome (IGC) data set.,gut,260,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2018-11-07T13:54:10
MGYS00000502,ERP010229,PRJEB9150,Gut microbial succession follows acute secretory diarrhea in humans,gut,260,root:Host-associated:Human:Digestive system|root:Host-associated:Human:Digestive system:Large intestine:Fecal|root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,DUKE UNIVERSITY MEDICAL CENTER,2016-01-20T14:12:06
MGYS00002072,ERP019566,PRJEB17696,Longitudinal study of the diabetic skin and wound microbiome,skin,258,root:Host-associated:Human:Skin,The ithree institute,2017-11-27T14:44:28
MGYS00002222,SRP079702,PRJNA330897,human oral metagenome Metagenome,oral,250,root:Host-associated:Human:Digestive system:Oral,IrsiCaixa Foundation,2019-11-07T16:54:10
MGYS00005375,ERP114377,PRJEB31778,EMG produced TPA metagenomics assembly of the PRJEB9576 data set (Shotgun Metagenomics of 250 Adult Twins Reveals Genetic and Environmental Impacts on the Gut Microbiome).,gut,249,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2020-05-21T15:43:18
MGYS00005376,ERP010700,PRJEB9576,Shotgun Metagenomics of 250 Adult Twins Reveals Genetic and Environmental Impacts on the Gut Microbiome,gut,248,root:Host-associated:Human:Digestive system:Large intestine:Fecal,BGI,2020-05-19T22:38:43
MGYS00005791,ERP127967,PRJEB43973,EMG produced TPA metagenomics assembly of PRJNA385949 data set (Longitudinal Stool Study of patients with IBD and controls).,gut,245,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2025-08-23T22:08:39
MGYS00005338,ERP013562,PRJEB12123,Gut microbial dysbiosis in young adults with obesity,gut,244,root:Host-associated:Human:Digestive system:Large intestine:Fecal,BGI,2020-05-17T09:56:00
MGYS00005792,SRP108708,PRJNA385949,Longitudinal Stool Study of patients with IBD and controls,gut,244,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Broad Institute,2021-10-06T12:12:40
MGYS00005333,ERP108859,PRJEB26832,EMG produced TPA metagenomics assembly of the Gut microbial dysbiosis in young adults with obesity (Gut microbial dysbiosis in young adults with obesity) data set.,gut,244,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2024-06-28T21:01:05
MGYS00002154,SRP075100,PRJNA321534,Casey periodontitis 2016,oral,238,root:Host-associated:Human:Digestive system:Oral,Univeristy of Oklahoma,2019-11-07T16:53:48
MGYS00006339,SRP244353,PRJNA602744,Microbiome in Lung Explant: an IPF Study,respiratory,238,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Pittsburgh Medical Center,2023-09-01T23:29:51
MGYS00006479,SRP107087,PRJNA378267,Respiratory Microbiota Metagenome,respiratory,234,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,Louisiana State University Health Sciences Center-New Orleans,2023-09-12T19:55:30
MGYS00006501,SRP135694,PRJNA437984,Analysis of the Cystic Fibrosis Lung Microbiota via Serial Illumina Sequencing,respiratory,231,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Toronto,2023-09-26T10:31:21
MGYS00006519,SRP200043,PRJNA545494,"Lung and gut microbiota are altered by hyperoxia and contribute to oxygen-induced lung injury, part IV",respiratory,228,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Michigan,2023-09-25T20:08:54
MGYS00002173,SRP060310,PRJNA274944,Subgingival samples from Healthy / Periodontitis subjects Targeted Locus (Loci),oral,224,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,National Tsing Hua University,2019-11-07T16:55:40
MGYS00000335,ERP003902,PRJEB4606,Diverse vaginal microbiomes in reproductive-age women with vulvovaginal candidiasis,urogenital,224,root:Host-associated:Human:Reproductive system:Vagina,SMU,2024-07-02T11:22:44
MGYS00005382,SRP066479,PRJNA300541,Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America,gut,220,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Washington University in St. Louis,2020-05-19T22:59:56
MGYS00005381,ERP116533,PRJEB33719,EMG produced TPA metagenomics assembly of the PRJNA300541 data set (Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America).,gut,220,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2020-05-21T03:45:46
MGYS00006463,SRP079927,PRJNA335418,Diversity and Dynamics of tracheal microbiota in patients with tracheostomy,respiratory,219,root:Host-associated:Human:Respiratory system:Pulmonary system:Trachea,mothur,2023-09-11T13:12:13
MGYS00006760,ERP148661,PRJEB63522,EMG produced TPA metagenomics assembly of PRJNA769968 data set (Probiotic consumption relieved Parkinson's disease via modulating the gut microbiota and neuroactive compounds).,gut,218,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2025-04-25T17:45:21
MGYS00006013,SRP328679,PRJNA747262,Gut microbiome linked to SARS-CoV-2 infection and COVID-19 severity,gut,212,root:Host-associated:Human:Digestive system:Large intestine:Fecal,University Hospital Essen,2022-04-29T19:20:38
MGYS00005105,SRP173959,PRJNA510835,The impact of anthelmintic treatment on human gut microbiota in western Kenya: Cross-sectional and pre-post deworming comparisons,gut,211,root:Host-associated:Human:Digestive system:Large intestine:Fecal,NIAID Bioinformatics and Computational Biosciences Branch,2019-08-05T14:46:43
MGYS00001194,SRP075039,PRJNA321051,Alterations of the human gut microbiome in multiple sclerosis,gut,210,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Brigham and Women's Hospital,2019-11-07T16:52:54
MGYS00001186,SRP070464,PRJNA311224,Capsule Patients,gut,207,root:Host-associated:Human:Digestive system:Large intestine:Fecal,University of Minnesota,2020-02-10T10:13:05
MGYS00002234,SRP058027,PRJNA282991,"UW - Children''s Health Cohort, Adult Participant''s Buccal Oral Microbiomes, 16S rDNA V5V6 PCR Sequences",oral,206,root:Host-associated:Human:Digestive system:Oral:buccal mucosa,University of Washington,2019-11-07T16:54:57
MGYS00001818,ERP022958,PRJEB20777,Impact of the Mk VI SkinSuit on skin microbiota of terrestrial volunteers and an International Space Station-bound astronaut,skin,204,root:Host-associated:Human:Skin,LSHTM,2017-06-16T11:39:52
MGYS00006506,SRP165913,PRJNA495633,Bronchoalveolar lavage lung microbiota in children with cystic fibrosis,respiratory,204,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Washington School of Medicine,2023-09-25T16:53:09
MGYS00006409,SRP066375,PRJNA302453,A Multi-Center Study of the Lung Microbiome in Chronic Obstructive Pulmonary Disease,respiratory,203,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,mothur,2023-09-03T11:04:01
MGYS00005755,SRP173877,PRJNA510730,Microbiota composition of Parkinson's disease patients in southern Italy,gut,202,root:Host-associated:Human:Digestive system:Large intestine:Fecal,University of Rome Tor Vergata,2021-06-28T16:49:35
MGYS00006529,SRP185921,PRJNA522449,Pathogenesis of Obstruction/Emphysema and the Microbiome MiSeq,respiratory,202,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Pittsburgh,2023-09-26T20:19:20
MGYS00006305,ERP138360,PRJEB53549,Airway microbiota and inflammation under Lumacaftor-ivacaftor,respiratory,202,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,CHU,2023-09-01T17:48:19
MGYS00006471,SRP100740,PRJNA362484,pulmonary capillary bronchitis Targeted loci environmental,respiratory,199,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,ShenZhen Children's Hospital,2023-09-11T14:32:20
MGYS00006825,ERP160132,PRJEB75554,EMG produced TPA metagenomics assembly of PRJNA715245 data set (human gut metagenome Metagenome).,gut,197,root:Host-associated:Human:Digestive system:Large intestine,EMG,2025-07-23T16:06:11
MGYS00001556,ERP015450,PRJEB13870,Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,gut,196,root:Host-associated:Human:Digestive system:Large intestine:Fecal,Beijing Chaoyang Hospita,2017-03-10T17:03:46
MGYS00002400,DRP003098,PRJDB4461,Comparison of DNA extraction methods for oral bacterial 16S rRNA-V4 sequencing using healthy Japanese adult samples,oral,194,root:Host-associated:Human:Digestive system:Oral:Supragingival plaque,TOHOKU,2018-06-08T14:27:28
MGYS00006499,SRP125799,PRJNA419860,Lung microbiota of C57BL/6J mice (Mus Musculus) Raw sequence reads,respiratory,194,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Geneva,2023-09-25T13:53:45
MGYS00006262,ERP015681,PRJEB14074,Comparison of the upper and lower airway microbiota,respiratory,192,root:Host-associated:Human:Respiratory system:Nasopharyngeal,"NATIONAL HEART AND LUNG INSTITUTE, IMPERIAL COLLEGE LONDON",2023-07-26T10:22:34
MGYS00005218,SRP152889,PRJNA480312,16S rRNA Marker-gene survey Two-sample titration dataset,gut,192,root:Host-associated:Human:Digestive system:Large intestine:Fecal,National Institute of Standards and Technology,2020-05-10T12:53:35
MGYS00001209,ERP017054,PRJEB15334,Radcliffe dental calculus,oral,192,root:Host-associated:Human:Digestive system:Oral,UNIVERSITY OF OXFORD,2016-09-15T09:12:47
MGYS00000605,SRP056364,PRJNA278873,Skin microbiome in human volunteers inoculated with H. ducreyi Raw sequence reads,skin,191,root:Host-associated:Human:Skin,Indiana University School of Medicine,2019-11-07T16:56:10
MGYS00002961,ERP110418,PRJEB28237,Culture-enriched human gut microbiomes reveal core and accessory resistance genes,gut,191,root:Host-associated:Human:Digestive system:Large intestine:Fecal,CENTRE DE RECHERCHE EN INFECTIOLOGIE DE L'UNIVERSITE LAVAL,2018-09-10T08:42:42
MGYS00006261,ERP112293,PRJEB29934,"Oral, respiratory airway, and lung tissue bacterial microbiomes in stage I non-small cell lung cancer",respiratory,190,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,ROSWELL PARK CANCER INSTITUTE,2023-07-26T21:22:14
MGYS00006249,ERP129795,PRJEB45648,Immune dysregulation associated with respiratory illness in elite athletes,respiratory,188,root:Host-associated:Human:Respiratory system:Nasopharyngeal:Pharynx,"NATIONAL HEART AND LUNG INSTITUTE, IMPERIAL COLLEGE LONDON",2023-07-18T11:14:41
MGYS00005373,ERP114461,PRJEB31850,EMG produced TPA metagenomics assembly of the PRJEB12124 data set (Gut microbiome-dependent stratification of patients for anti-diabetic treatment).,gut,188,root:Host-associated:Human:Digestive system:Large intestine:Fecal,EMG,2020-05-21T15:48:59
MGYS00005374,ERP013563,PRJEB12124,Gut microbiome-dependent stratification of patients for anti-diabetic treatment,gut,187,root:Host-associated:Human:Digestive system:Large intestine:Fecal,BGI,2020-05-19T22:38:00
MGYS00006515,SRP193985,PRJNA539959,Human COPD lung microbiome,respiratory,186,root:Host-associated:Human:Respiratory system:Pulmonary system:Lung,University of Dundee,2023-09-25T18:53:12
MGYS00006483,SRP073159,PRJNA316126,The lung microbiota in COPD patients when clinically stable and during exacerbations.,respiratory,184,root:Host-associated:Human:Respiratory system:Pulmonary system:Sputum,University of Dundee,2023-09-25T11:46:49
